luminosity,N,P,K,ph,EC,humidity,temperature,score,soil_quality
404.8,20.5,61.6,121.7,6.22,0.8,55.2,25.16,66.26,Healthy
516.4,118.9,49.3,72.5,4.91,0.72,50.76,27.77,54.54,Moderate
359.2,93.7,48.2,106.4,4.75,1.14,63.18,30.82,53.72,Moderate
55.4,33.7,15.2,36.8,4.57,0.37,19.32,26.76,32.73,Poor
256.4,27.8,12.7,12.6,4.9,0.13,16.02,16.29,31.61,Poor
161.1,27.5,18.4,55.3,4.73,0.45,32.61,25.99,39.31,Poor
107.9,23.0,3.1,38.4,3.78,0.23,39.35,29.52,29.72,Poor
507.6,146.5,46.3,220.7,5.86,1.24,73.27,18.21,68.57,Healthy
904.0,116.2,47.6,228.4,7.11,1.41,59.6,22.05,74.78,Healthy
544.2,70.6,20.8,130.4,7.8,2.19,41.52,26.67,51.37,Moderate
95.8,36.2,13.0,68.0,3.95,0.33,36.1,19.85,32.18,Poor
927.7,169.2,41.6,152.5,6.3,1.78,76.44,26.73,72.15,Healthy
553.4,141.8,34.1,149.4,6.2,0.9,21.91,22.71,63.58,Moderate
737.6,175.6,51.0,253.5,7.0,1.27,66.48,21.28,77.0,Healthy
405.5,63.1,36.7,76.0,5.03,1.07,47.55,30.94,50.79,Moderate
504.1,106.8,49.5,115.5,7.36,1.09,24.2,18.32,56.0,Moderate
559.5,43.9,75.0,153.3,6.65,1.3,64.64,18.87,70.78,Healthy
337.1,68.3,44.4,94.4,7.68,1.65,46.94,26.92,54.77,Moderate
220.1,14.1,9.3,56.3,4.54,0.37,34.0,37.59,31.28,Poor
674.4,107.0,43.1,188.3,6.42,1.75,61.06,25.76,74.43,Healthy
485.8,81.1,60.3,114.1,5.84,0.48,38.92,29.3,58.53,Moderate
777.8,26.0,42.2,125.4,6.09,1.23,59.2,21.49,68.37,Healthy
671.7,73.3,33.4,81.0,4.8,1.18,45.41,21.3,52.87,Moderate
809.9,136.1,48.0,210.6,6.55,1.11,61.81,17.81,77.48,Healthy
632.7,58.4,68.4,180.1,6.88,1.04,64.96,30.31,69.41,Healthy
224.8,34.4,6.1,27.6,4.9,0.45,40.13,12.12,36.78,Poor
737.7,55.0,69.1,119.9,6.45,1.34,66.84,27.28,71.99,Healthy
251.7,82.3,17.9,98.5,7.73,1.94,57.78,28.22,53.42,Moderate
529.1,108.7,37.6,151.0,6.23,1.66,62.7,20.96,69.58,Healthy
404.5,48.9,35.8,82.9,8.22,2.1,42.23,26.31,46.0,Moderate
675.7,201.3,62.0,218.0,6.85,1.12,66.89,25.61,79.0,Healthy
539.6,93.0,30.1,144.8,7.74,1.12,42.15,24.75,58.68,Moderate
807.2,28.3,32.3,141.5,6.44,0.61,69.19,18.68,65.97,Healthy
427.5,17.4,8.9,70.4,4.12,0.45,37.4,24.6,36.92,Poor
452.3,66.5,54.6,94.8,5.67,0.47,43.36,25.37,58.05,Moderate
526.2,64.7,55.4,96.5,4.81,1.21,59.12,19.46,56.15,Moderate
945.0,85.7,40.1,200.9,6.95,0.99,78.76,18.04,67.37,Healthy
409.6,104.6,42.1,127.1,7.67,1.57,63.01,16.49,58.35,Moderate
652.8,126.2,44.1,156.8,6.92,1.05,60.63,23.91,73.65,Healthy
463.7,80.2,25.8,93.6,5.04,0.82,57.9,27.58,54.9,Moderate
339.1,19.6,13.0,27.8,3.88,0.19,32.04,10.38,25.67,Poor
213.4,7.6,3.8,64.0,4.34,0.18,12.39,31.53,26.02,Poor
290.1,50.8,9.1,30.5,7.75,2.84,58.97,40.8,39.91,Poor
640.6,83.1,28.7,136.6,4.79,1.19,63.24,30.53,55.44,Moderate
615.8,137.7,46.5,202.7,6.66,1.53,61.34,25.55,76.29,Healthy
826.4,97.0,25.4,123.8,6.19,0.96,36.35,20.48,64.55,Moderate
547.8,76.2,16.5,121.9,7.47,1.7,64.97,29.15,57.96,Moderate
457.7,11.3,21.7,58.6,4.98,0.22,18.07,25.33,39.04,Poor
734.4,134.6,87.7,206.4,6.26,0.87,51.77,16.46,74.78,Healthy
609.8,129.4,22.3,102.9,5.49,1.11,39.5,27.97,58.56,Moderate
287.8,34.4,17.8,55.0,4.49,0.54,23.98,13.43,32.45,Poor
148.4,24.0,19.5,51.4,3.94,0.2,41.32,28.27,32.59,Poor
629.6,170.9,73.3,192.3,6.6,1.81,52.88,25.51,77.41,Healthy
939.5,170.3,61.9,203.2,6.68,0.9,63.95,25.16,80.47,Healthy
281.3,55.5,40.3,134.7,8.17,1.84,43.78,27.26,48.91,Moderate
326.4,31.0,17.7,65.3,4.62,0.3,21.85,25.16,37.09,Poor
547.7,109.2,56.5,160.2,6.37,1.14,75.96,15.61,68.47,Healthy
246.2,36.2,5.5,70.3,5.13,0.59,34.06,9.03,38.02,Poor
633.5,88.5,48.1,124.6,6.0,1.06,28.65,20.38,61.38,Moderate
148.8,9.2,15.4,57.9,4.98,0.26,29.1,14.11,35.12,Poor
279.3,79.0,33.8,130.8,7.98,1.73,69.5,21.47,53.38,Moderate
769.1,73.6,60.6,144.2,7.09,1.18,28.67,31.88,60.84,Moderate
849.3,88.3,36.9,127.9,6.54,0.76,28.8,32.7,62.57,Moderate
597.8,113.6,30.1,79.9,5.21,1.07,34.12,19.39,53.37,Moderate
476.5,30.5,3.8,65.7,4.69,0.51,21.62,24.59,38.76,Poor
765.6,50.2,63.1,86.4,6.28,0.67,73.16,22.27,66.6,Healthy
639.9,113.9,41.7,147.0,6.53,1.27,71.07,19.19,71.52,Healthy
365.4,29.3,6.5,22.6,3.99,0.18,37.71,21.13,32.1,Poor
767.2,96.5,43.6,99.8,6.48,1.33,32.36,35.55,62.82,Moderate
478.7,14.1,7.9,18.0,4.77,0.35,32.97,16.77,36.38,Poor
608.1,34.9,66.9,165.1,6.11,1.2,53.21,18.89,68.32,Healthy
341.9,57.1,24.7,67.4,7.78,3.75,54.71,9.6,39.29,Poor
394.7,22.9,54.2,175.1,6.78,0.95,76.19,25.05,65.47,Healthy
576.0,59.8,56.3,72.4,5.22,0.5,60.87,25.53,57.83,Moderate
827.8,99.1,65.7,195.7,6.22,1.29,79.32,24.76,73.16,Healthy
945.1,82.0,48.3,213.4,5.86,0.91,80.34,18.74,66.18,Healthy
276.6,38.9,17.1,42.3,3.73,0.13,22.28,15.91,26.93,Poor
660.9,61.5,46.1,178.1,6.11,1.4,60.56,27.37,70.29,Healthy
560.0,47.0,44.8,98.4,7.77,1.95,42.97,31.68,50.28,Moderate
253.6,20.3,6.7,19.2,4.55,0.44,28.75,8.27,28.43,Poor
711.7,66.7,27.5,73.9,8.11,1.42,53.3,14.06,50.6,Moderate
685.0,108.5,38.9,155.0,6.77,1.99,66.36,20.39,68.37,Healthy
758.1,151.7,34.3,136.3,6.21,1.8,77.2,17.34,66.27,Healthy
478.9,83.2,39.6,120.1,5.85,1.01,37.88,14.04,57.02,Moderate
788.6,140.7,63.0,123.1,6.12,0.74,26.31,19.77,64.59,Moderate
264.2,44.5,26.9,85.0,7.58,1.05,47.85,25.62,54.63,Moderate
641.9,74.6,58.2,138.2,6.63,1.52,54.62,22.71,71.91,Healthy
436.1,14.1,13.1,19.4,3.69,0.21,40.65,15.34,30.33,Poor
342.7,54.3,81.3,151.2,6.29,1.11,55.45,26.65,70.89,Healthy
558.1,102.3,23.5,158.9,5.46,0.46,44.68,28.5,57.13,Moderate
569.5,38.1,73.0,151.9,6.87,0.64,60.39,28.63,67.9,Healthy
742.8,155.9,59.0,178.9,6.55,1.54,62.88,16.41,75.68,Healthy
713.6,201.8,65.1,212.9,7.03,1.32,54.88,21.26,77.46,Healthy
793.4,153.0,69.0,181.7,6.56,1.62,67.12,24.94,78.46,Healthy
309.4,7.3,17.8,43.7,4.92,0.54,11.39,20.29,35.11,Poor
239.2,91.7,42.9,107.4,7.84,2.21,56.44,20.05,53.59,Moderate
482.5,157.7,65.7,208.5,6.28,1.45,50.41,23.85,76.31,Healthy
209.9,19.6,4.8,65.6,4.75,0.15,31.86,36.86,32.24,Poor
643.0,86.5,45.3,206.1,5.91,1.68,72.98,20.65,66.26,Healthy
460.4,33.4,6.7,24.7,8.18,3.76,38.75,10.89,29.63,Poor
476.4,116.8,57.4,182.5,6.77,0.91,64.66,22.8,73.13,Healthy
652.0,33.2,44.5,154.1,6.42,0.87,75.73,26.47,67.1,Healthy
564.6,118.8,78.1,138.3,6.37,1.49,59.04,23.08,76.07,Healthy
666.4,23.9,35.5,165.0,6.7,0.8,54.8,27.92,67.01,Healthy
748.9,136.3,60.9,212.6,6.47,1.89,60.18,22.26,78.37,Healthy
398.8,84.4,30.9,93.0,6.88,1.37,35.16,23.77,61.49,Moderate
684.8,154.4,81.6,242.2,6.48,1.29,66.79,24.47,82.69,Healthy
665.6,35.1,68.2,104.0,6.49,1.03,52.2,30.14,68.69,Healthy
273.5,71.7,31.2,114.8,8.12,1.04,67.16,21.94,53.35,Moderate
381.9,72.9,53.1,85.3,5.34,0.78,40.93,28.54,53.66,Moderate
167.3,37.3,14.7,55.0,4.37,0.39,34.06,16.04,33.57,Poor
615.2,176.9,82.6,199.7,6.13,1.21,47.01,22.73,77.22,Healthy
343.3,119.5,29.6,143.9,5.99,0.97,34.42,31.36,59.24,Moderate
379.3,131.8,43.2,124.7,4.99,0.88,56.33,25.7,59.15,Moderate
552.8,102.5,69.7,160.6,6.59,2.03,64.78,21.1,71.76,Healthy
554.0,35.7,55.3,120.3,6.11,1.2,61.67,25.81,68.48,Healthy
670.7,59.0,68.1,169.1,6.06,1.17,62.67,21.93,71.87,Healthy
742.5,36.8,46.2,75.8,6.92,1.11,58.19,28.41,65.75,Healthy
273.6,7.3,19.7,36.5,4.52,0.23,34.83,38.12,30.64,Poor
495.2,114.4,57.2,130.1,6.06,1.06,79.18,18.73,65.06,Healthy
719.2,91.9,24.6,79.8,7.97,1.63,60.1,13.92,53.63,Moderate
465.6,23.7,8.4,41.1,4.89,0.29,28.54,20.8,39.2,Poor
563.7,127.1,88.2,156.7,7.13,1.61,46.7,16.33,66.67,Healthy
479.0,27.6,18.1,44.3,4.34,0.4,11.11,8.88,25.95,Poor
420.1,19.1,18.3,55.2,4.92,0.37,29.97,29.57,39.66,Poor
713.9,97.3,28.1,85.9,7.79,1.91,52.96,26.04,56.94,Moderate
294.6,68.7,18.1,138.7,8.02,1.5,61.02,15.35,51.85,Moderate
628.1,139.2,42.8,145.7,6.39,1.55,50.87,20.5,71.83,Healthy
451.0,144.4,59.6,166.4,6.28,1.48,58.86,17.82,72.7,Healthy
477.8,17.8,6.6,69.6,4.58,0.37,16.88,31.02,32.81,Poor
786.1,85.8,59.4,129.9,6.78,0.97,73.31,25.1,70.38,Healthy
711.9,131.1,43.2,148.7,7.17,0.8,44.52,31.84,63.43,Moderate
161.7,31.0,9.6,51.7,5.0,0.39,10.94,21.5,35.4,Poor
831.5,180.8,69.8,171.3,6.72,1.66,69.02,17.26,74.81,Healthy
175.1,29.8,7.0,37.6,3.91,0.49,34.45,19.26,30.95,Poor
668.3,38.4,80.6,105.8,6.21,1.28,68.87,27.58,68.67,Healthy
792.1,76.1,47.6,80.4,7.36,1.32,71.23,31.31,60.37,Moderate
259.7,13.7,16.1,58.5,4.52,0.14,33.2,10.9,31.03,Poor
824.0,185.2,73.7,208.7,6.1,1.57,46.97,25.69,76.71,Healthy
363.5,17.4,6.0,12.3,3.84,0.31,18.43,27.05,27.01,Poor
371.1,105.8,30.2,152.3,6.39,1.38,26.46,27.56,62.8,Moderate
517.6,73.2,58.3,99.7,7.23,0.49,23.86,22.03,55.19,Moderate
565.0,134.2,57.6,128.4,6.07,1.14,21.01,25.7,63.71,Moderate
56.0,17.3,7.1,29.4,4.48,0.31,27.73,39.02,26.31,Poor
270.6,7.3,14.7,21.7,4.77,0.31,11.39,35.58,27.88,Poor
140.5,16.3,13.3,19.0,5.04,0.16,17.93,35.56,30.56,Poor
336.8,102.5,48.9,83.0,5.47,0.98,59.95,13.81,58.05,Moderate
683.5,119.9,44.1,167.0,6.38,1.71,44.66,27.21,70.09,Healthy
453.1,103.1,53.4,108.1,6.68,0.65,38.87,31.38,62.46,Moderate
815.5,95.2,56.2,197.1,6.46,1.15,78.11,17.08,71.88,Healthy
593.0,67.0,40.6,98.1,7.78,1.36,60.52,26.6,59.72,Moderate
655.0,130.9,70.5,145.4,6.01,1.38,53.21,21.17,71.84,Healthy
244.1,21.7,12.9,31.1,4.03,0.43,20.25,20.38,28.42,Poor
545.8,82.5,42.8,119.6,4.95,1.08,43.49,24.35,55.97,Moderate
387.1,35.9,13.2,42.4,3.9,0.52,37.75,26.68,35.13,Poor
285.5,23.8,19.7,54.6,4.82,0.15,35.13,8.99,33.99,Poor
639.7,89.9,31.1,74.9,7.92,1.33,48.69,13.91,52.26,Moderate
554.5,172.1,49.1,217.6,6.92,1.3,71.35,27.27,73.44,Healthy
89.0,27.2,8.1,69.1,5.2,0.64,14.86,22.9,39.6,Poor
725.7,157.0,80.5,195.7,6.4,1.02,62.66,26.53,80.39,Healthy
281.1,8.8,7.5,49.4,4.55,0.25,31.13,27.25,34.98,Poor
437.8,89.6,44.9,118.7,6.33,0.55,22.21,32.24,56.8,Moderate
375.4,20.1,7.2,26.0,4.15,0.42,29.81,34.98,28.43,Poor
414.1,68.6,7.9,21.3,7.64,3.38,27.67,18.61,37.88,Poor
764.1,30.6,55.0,141.6,6.31,0.96,62.1,27.23,70.37,Healthy
312.5,22.5,12.5,70.8,4.99,0.49,16.13,33.07,35.29,Poor
591.6,50.7,58.8,135.9,6.61,0.76,47.55,29.13,66.67,Healthy
601.7,147.9,82.2,187.1,5.84,1.41,62.75,23.8,75.05,Healthy
939.3,73.5,61.6,127.4,6.37,0.64,25.13,36.43,60.34,Moderate
782.4,104.1,70.3,114.0,6.47,1.93,77.21,23.63,71.01,Healthy
384.9,54.3,31.5,80.7,7.57,1.37,46.23,16.41,52.79,Moderate
379.0,81.6,17.6,89.9,8.0,1.8,46.69,20.77,49.93,Moderate
391.5,57.2,40.6,70.0,7.94,1.11,49.29,30.62,51.51,Moderate
210.4,52.3,23.6,105.0,5.0,0.4,100.0,17.79,39.85,Poor
510.0,26.0,61.9,147.3,6.49,0.92,66.69,21.95,70.05,Healthy
710.9,149.3,62.4,181.4,6.43,1.21,72.8,22.68,77.28,Healthy
357.8,33.8,8.3,37.7,4.39,0.53,19.67,39.16,27.48,Poor
344.1,26.5,3.1,57.9,3.77,0.45,17.77,18.79,27.95,Poor
197.0,27.7,12.6,24.5,4.7,0.46,13.0,28.86,31.8,Poor
58.9,14.9,7.4,32.6,4.89,0.23,27.37,18.47,34.11,Poor
215.7,17.0,12.6,19.6,4.98,0.41,37.16,14.27,37.03,Poor
431.8,44.3,52.8,107.3,7.24,1.83,42.7,25.51,58.22,Moderate
540.7,134.1,52.0,135.4,6.89,0.88,75.04,18.35,66.55,Healthy
755.7,122.3,41.2,189.4,6.05,1.52,67.15,20.46,70.88,Healthy
124.8,25.8,18.5,20.0,4.86,0.18,24.77,14.57,32.43,Poor
421.0,5.7,6.7,19.6,4.23,0.25,11.5,33.56,24.18,Poor
552.9,70.7,24.2,133.3,7.87,1.8,45.59,27.94,53.08,Moderate
620.7,120.8,48.9,154.5,6.25,1.6,72.19,16.56,67.66,Healthy
497.3,172.7,66.8,199.5,6.45,1.2,59.42,17.03,78.21,Healthy
401.1,27.9,12.5,64.7,4.11,0.26,38.54,36.48,30.99,Poor
502.4,72.7,71.6,132.7,6.8,0.98,30.54,26.36,64.28,Moderate
498.8,39.6,76.7,147.4,6.52,0.82,52.11,21.46,70.61,Healthy
98.4,21.7,2.1,36.0,4.01,0.12,20.42,26.97,25.78,Poor
794.5,135.8,34.9,193.6,6.07,1.86,64.61,15.7,68.55,Healthy
755.2,140.6,43.9,190.4,6.73,1.07,60.44,24.97,77.43,Healthy
490.6,64.0,25.3,108.1,7.27,1.3,33.25,31.72,54.12,Moderate
141.4,12.8,14.9,42.8,4.62,0.54,33.67,32.41,34.44,Poor
479.9,138.1,54.0,194.7,6.27,0.94,49.56,17.11,70.59,Healthy
503.3,196.2,69.9,168.9,6.64,1.62,46.92,19.47,74.16,Healthy
633.5,147.3,73.1,233.0,7.21,1.41,55.01,22.68,74.61,Healthy
166.7,11.8,15.2,21.2,4.37,0.11,41.61,32.19,31.96,Poor
831.1,129.9,61.3,219.0,7.14,0.98,68.3,23.57,74.08,Healthy
256.8,88.5,46.9,88.4,5.56,0.9,45.33,28.46,56.67,Moderate
510.4,112.2,43.8,86.0,5.78,0.38,52.79,25.66,62.06,Moderate
364.5,79.6,19.2,96.0,8.12,1.8,59.23,29.17,51.09,Moderate
435.8,28.8,57.5,177.9,6.62,0.79,70.55,22.43,68.2,Healthy
867.7,139.2,92.1,178.8,6.96,1.71,70.83,16.6,72.05,Healthy
619.2,73.3,25.8,126.8,7.94,1.91,51.99,25.53,55.17,Moderate
311.2,98.0,41.6,115.4,7.47,1.99,51.96,30.51,56.34,Moderate
544.4,89.7,51.5,99.5,8.17,1.52,56.72,24.22,57.6,Moderate
756.6,61.0,52.0,132.6,6.24,0.87,57.05,28.62,69.26,Healthy
408.4,37.5,6.1,29.9,7.44,2.67,34.06,11.43,39.35,Poor
562.8,45.3,69.1,110.7,6.51,0.96,62.86,27.89,70.72,Healthy
507.8,75.5,57.2,67.3,5.6,0.95,36.7,22.74,57.83,Moderate
325.8,80.5,22.0,133.0,5.77,1.07,48.63,23.73,61.82,Moderate
611.9,176.7,64.9,202.2,6.68,1.58,54.57,25.91,77.7,Healthy
566.4,107.2,55.8,113.7,5.16,0.97,47.49,18.02,57.56,Moderate
77.6,28.0,7.8,55.4,4.23,0.1,34.17,15.67,29.55,Poor
552.3,95.0,33.5,99.4,7.22,0.73,28.41,18.17,54.86,Moderate
79.7,33.1,3.3,64.7,4.19,0.3,22.09,31.75,27.6,Poor
443.1,43.4,43.6,130.7,6.4,0.61,57.23,26.88,67.0,Healthy
239.5,34.9,13.0,29.2,5.01,0.49,21.51,32.31,35.82,Poor
395.7,41.0,64.5,179.2,6.49,0.61,62.71,28.22,69.85,Healthy
493.5,83.5,29.4,160.4,6.77,1.31,45.04,31.26,64.42,Moderate
840.9,120.8,76.9,147.8,6.68,0.92,68.58,18.44,73.77,Healthy
755.0,128.8,73.2,209.8,6.76,1.75,61.57,23.68,77.76,Healthy
213.8,25.6,10.4,23.3,4.99,0.47,25.62,26.39,38.44,Poor
554.7,71.2,31.6,86.7,7.92,3.56,48.7,41.21,38.99,Poor
334.0,17.8,7.6,52.4,4.94,0.45,32.99,34.89,36.84,Poor
516.1,75.6,19.8,93.6,7.91,0.96,39.7,31.91,49.18,Moderate
726.6,83.0,30.5,138.3,7.8,1.24,59.95,16.68,60.06,Moderate
485.8,152.1,54.7,172.4,6.67,1.6,61.01,23.74,75.95,Healthy
609.8,62.5,34.5,109.7,7.46,1.23,49.9,24.21,61.77,Moderate
76.1,21.8,4.3,43.1,4.48,0.31,35.31,39.02,28.71,Poor
579.2,52.8,49.3,74.2,7.69,1.29,56.08,27.2,58.81,Moderate
490.5,29.1,20.4,20.1,4.63,0.51,34.07,20.0,39.29,Poor
351.2,18.1,13.2,53.7,4.85,0.24,24.07,36.46,32.89,Poor
206.7,65.9,38.6,150.6,5.17,0.81,55.48,23.54,57.41,Moderate
477.6,50.1,57.1,158.4,6.51,1.24,53.74,28.92,70.58,Healthy
369.2,19.8,10.4,24.7,4.55,0.46,36.5,30.21,36.14,Poor
435.8,188.6,84.3,165.6,6.88,1.58,62.52,20.59,75.42,Healthy
426.6,114.3,45.8,142.5,6.66,1.46,41.28,35.45,63.33,Moderate
218.7,11.5,7.1,22.4,4.79,0.56,13.59,37.64,27.91,Poor
855.5,156.3,45.8,239.4,6.04,1.02,48.99,22.13,75.35,Healthy
218.0,22.0,17.7,58.7,4.13,0.48,23.39,28.75,30.81,Poor
326.1,67.0,32.2,68.3,5.15,0.44,57.75,28.78,51.87,Moderate
405.3,45.6,55.1,169.3,6.27,0.76,56.37,21.87,68.56,Healthy
756.4,173.7,83.5,177.3,6.25,1.64,51.78,23.67,78.27,Healthy
608.2,116.1,58.8,159.9,4.93,0.66,56.39,24.26,61.59,Moderate
870.1,97.3,42.1,207.0,6.43,1.89,69.47,23.0,73.75,Healthy
524.4,103.5,69.3,138.5,6.87,1.16,72.35,20.41,69.4,Healthy
311.9,101.0,44.7,108.6,5.45,0.9,38.09,28.31,55.45,Moderate
437.9,65.1,30.9,108.5,6.39,0.76,30.86,26.63,60.55,Moderate
461.0,73.1,60.0,97.7,5.72,0.62,49.41,26.73,60.71,Moderate
197.7,5.2,13.8,12.6,4.04,0.38,18.88,11.3,22.05,Poor
728.1,178.5,47.6,185.8,6.03,1.41,53.65,21.93,74.6,Healthy
260.8,32.0,6.4,22.0,4.44,0.59,25.46,11.56,29.47,Poor
956.7,93.9,80.2,164.1,6.88,0.8,78.52,25.92,71.29,Healthy
469.7,112.7,22.0,136.2,5.31,1.09,52.21,22.77,60.7,Moderate
75.7,8.0,3.2,22.1,4.92,0.53,10.46,18.15,30.53,Poor
648.9,67.7,46.7,113.0,5.53,0.68,44.63,16.58,56.46,Moderate
633.0,127.8,49.1,134.7,5.49,0.81,57.48,16.86,63.21,Moderate
216.0,92.9,30.8,122.8,6.0,0.91,56.4,20.8,63.75,Moderate
641.1,57.5,54.2,137.8,7.37,1.41,29.24,30.18,56.36,Moderate
202.1,10.5,5.0,44.4,4.03,0.49,39.13,24.22,33.94,Poor
362.4,94.1,19.9,116.0,7.55,1.67,51.82,24.63,58.35,Moderate
973.7,59.8,32.0,142.1,7.06,1.33,42.14,18.27,63.59,Moderate
60.1,6.0,17.6,47.2,4.75,0.35,33.68,34.66,33.25,Poor
514.2,57.3,43.9,160.0,6.92,1.3,71.1,27.39,65.97,Healthy
734.9,117.5,54.9,110.3,5.81,0.76,64.43,32.1,64.75,Moderate
501.7,81.1,36.8,109.6,7.73,1.74,50.59,25.38,57.2,Moderate
652.2,50.7,60.4,132.5,6.66,1.28,69.3,26.28,70.2,Healthy
339.8,46.9,49.1,165.5,6.18,1.33,61.98,24.31,69.34,Healthy
532.7,121.9,46.3,93.6,7.01,0.6,20.32,23.37,58.49,Moderate
57.6,21.6,11.1,18.1,3.98,0.34,12.47,33.33,21.38,Poor
861.5,207.3,51.6,166.8,6.6,1.66,48.59,22.09,77.5,Healthy
320.9,6.5,12.4,68.0,4.7,0.13,31.07,18.05,35.65,Poor
454.3,32.3,35.5,165.3,6.27,1.3,54.13,29.26,66.1,Healthy
130.1,9.5,13.7,25.5,4.37,0.48,13.86,14.14,25.67,Poor
738.5,166.7,92.0,181.9,6.2,0.85,67.5,22.54,78.16,Healthy
235.8,29.3,4.4,56.8,4.34,0.54,26.47,34.3,30.4,Poor
376.2,67.9,24.8,117.5,5.4,0.6,36.8,22.83,52.9,Moderate
323.7,32.8,12.5,29.6,5.0,0.21,11.42,21.6,35.47,Poor
916.5,118.1,52.2,134.2,7.21,0.78,46.49,31.84,64.44,Moderate
358.2,49.0,17.1,79.0,7.89,1.54,54.09,17.36,50.15,Moderate
457.0,49.1,22.3,26.7,8.09,3.49,51.28,33.35,37.9,Poor
495.7,22.9,6.1,65.0,4.22,0.52,15.85,37.17,27.19,Poor
773.6,31.1,61.3,167.9,6.26,0.6,62.08,25.61,70.68,Healthy
316.9,54.6,43.7,122.7,7.57,1.09,41.8,28.12,55.46,Moderate
482.5,137.9,46.0,189.4,5.77,1.11,55.69,23.82,70.82,Healthy
233.2,27.1,16.9,14.3,3.97,0.52,25.28,8.64,23.97,Poor
678.6,64.4,47.5,104.0,4.84,1.19,35.89,20.89,52.22,Moderate
991.9,91.6,61.5,125.2,6.05,1.36,59.82,26.52,73.25,Healthy
666.1,126.7,85.7,217.2,6.79,1.83,64.67,17.46,73.9,Healthy
775.7,66.9,34.2,87.2,7.51,1.1,71.86,27.12,59.76,Moderate
495.8,128.3,41.9,175.2,6.46,1.15,62.9,19.71,74.33,Healthy
186.3,34.3,20.7,43.5,7.87,3.29,33.28,20.55,37.16,Poor
109.9,79.9,7.7,59.7,7.9,3.42,31.82,14.42,34.14,Poor
303.2,24.5,15.3,64.1,4.02,0.34,28.77,18.78,31.04,Poor
134.0,30.9,15.4,20.1,4.28,0.33,27.42,31.86,29.38,Poor
339.1,66.4,15.9,44.5,7.59,3.13,38.28,37.7,38.62,Poor
458.4,36.5,18.2,52.2,5.04,0.38,28.52,32.32,39.98,Poor
165.9,31.3,8.5,23.8,4.47,0.42,28.51,26.25,34.23,Poor
415.6,79.4,43.4,100.4,6.87,1.06,42.91,26.76,63.38,Moderate
446.4,103.5,34.0,73.8,5.02,0.85,55.89,19.36,54.66,Moderate
763.7,100.3,55.1,127.1,5.79,1.86,56.19,21.35,66.49,Healthy
50.9,19.7,11.3,11.3,4.42,0.1,18.19,11.2,23.49,Poor
360.2,36.6,5.0,44.6,4.24,0.5,34.48,29.65,34.29,Poor
551.8,124.3,69.6,174.8,5.76,1.22,54.88,19.91,70.02,Healthy
651.4,142.8,87.0,204.2,6.85,1.31,79.15,25.85,74.48,Healthy
168.3,13.2,5.2,9.3,4.58,0.37,15.92,31.86,27.8,Poor
409.9,27.0,65.8,121.1,6.92,0.78,55.23,22.01,65.15,Healthy
132.3,24.3,15.0,30.9,4.44,0.38,13.65,29.91,28.66,Poor
546.0,196.8,72.6,255.5,7.07,1.31,57.1,16.46,76.01,Healthy
535.8,119.7,46.8,124.7,6.72,1.34,60.78,19.8,71.5,Healthy
562.6,83.6,18.7,73.4,7.83,1.97,61.48,27.62,54.24,Moderate
597.9,54.7,35.0,122.5,7.81,1.78,53.11,15.59,53.38,Moderate
278.4,86.3,19.9,93.5,7.77,1.53,51.83,15.11,51.37,Moderate
512.6,142.9,39.8,234.0,6.41,1.88,66.27,23.37,74.87,Healthy
494.8,17.1,19.2,69.4,4.09,0.35,11.23,20.95,29.94,Poor
154.5,6.1,17.4,47.8,4.75,0.21,17.43,32.24,30.6,Poor
369.1,24.2,5.0,32.6,4.71,0.56,41.99,13.61,37.32,Poor
385.5,82.8,59.9,118.1,6.9,0.85,30.73,29.34,59.83,Moderate
666.1,69.9,30.9,143.1,8.04,1.19,66.37,18.49,56.65,Moderate
225.3,107.8,21.7,112.0,4.86,0.63,50.07,18.54,49.69,Moderate
421.6,16.7,3.6,43.7,4.87,0.27,17.93,29.64,34.37,Poor
736.5,168.2,74.5,150.4,6.83,0.93,53.23,25.09,76.32,Healthy
730.4,88.7,54.0,103.0,6.11,0.55,30.97,32.3,58.98,Moderate
546.8,35.5,70.7,116.7,6.79,0.72,62.42,19.59,66.94,Healthy
104.2,20.3,17.4,31.7,5.06,0.35,38.27,32.85,38.33,Poor
626.5,29.3,73.1,124.3,6.47,0.78,52.29,20.77,69.45,Healthy
693.4,130.4,61.5,183.6,6.13,1.7,52.44,16.9,70.25,Healthy
642.1,36.8,58.0,110.0,6.89,1.22,59.61,27.16,68.54,Healthy
280.5,6.6,8.4,70.0,3.97,0.4,36.47,11.09,28.04,Poor
491.2,29.1,17.2,47.6,4.65,0.16,23.9,32.17,34.31,Poor
828.0,66.6,64.9,79.8,7.26,0.77,35.62,25.15,60.86,Moderate
896.1,124.7,75.7,177.9,6.58,1.27,59.65,15.74,77.62,Healthy
791.3,156.7,43.2,189.8,6.65,1.09,55.13,16.74,74.99,Healthy
806.9,98.4,56.3,217.4,6.15,1.4,72.39,22.4,73.24,Healthy
537.6,141.6,70.5,211.7,6.32,1.45,71.72,20.09,74.47,Healthy
292.4,115.1,29.4,88.9,6.09,0.8,43.6,16.41,59.16,Moderate
772.4,108.1,53.7,100.6,7.15,1.16,28.4,28.77,61.22,Moderate
442.7,10.2,18.4,37.9,4.86,0.22,23.79,36.32,33.01,Poor
