luminosity,N,P,K,ph,EC,humidity,temperature,score,soil_quality
616.6,163.1,139.7,248.7,6.42,3.35,92.92,34.17,67.28,Healthy
211.6,131.4,49.5,280.2,4.81,3.04,90.46,19.57,48.25,Moderate
664.8,228.3,23.5,220.3,4.28,2.97,61.96,23.15,55.74,Moderate
453.4,76.9,7.1,16.0,7.61,2.66,68.69,12.08,43.94,Moderate
686.9,217.5,123.3,137.9,6.31,0.09,44.75,44.93,67.49,Healthy
821.6,17.2,139.4,20.4,7.44,3.61,9.7,10.55,40.41,Moderate
94.1,160.2,132.8,120.8,5.75,0.98,49.85,23.44,70.82,Healthy
1068.8,247.0,49.6,224.4,6.34,1.57,70.86,32.44,79.19,Healthy
1181.8,54.5,116.0,147.3,4.12,0.94,65.25,7.25,52.13,Moderate
79.2,126.8,101.9,280.3,3.74,3.69,74.21,21.49,46.01,Moderate
624.1,220.3,92.5,150.5,5.38,3.77,26.87,19.09,55.06,Moderate
402.5,141.2,53.2,183.6,3.66,0.77,7.59,5.96,33.7,Poor
149.8,229.4,43.9,134.3,5.08,1.98,54.34,31.66,57.79,Moderate
934.0,204.4,121.9,8.0,4.02,1.17,62.9,33.7,56.66,Moderate
987.4,80.6,17.2,143.3,6.02,0.6,68.91,31.7,63.58,Moderate
119.4,64.8,76.8,295.0,6.39,3.91,46.76,43.37,55.45,Moderate
452.0,194.6,22.7,283.6,4.33,3.8,66.09,14.26,47.2,Moderate
1014.1,107.8,80.8,233.3,5.26,1.26,81.8,20.07,66.66,Healthy
1064.3,24.3,0.3,106.6,7.46,3.31,85.98,25.9,47.68,Moderate
126.9,94.3,63.1,173.7,4.49,1.27,97.28,18.26,45.51,Moderate
644.2,236.3,139.7,271.7,4.53,0.64,50.07,33.6,66.89,Healthy
1070.7,113.1,139.6,207.2,8.49,1.84,54.31,26.2,66.37,Healthy
834.3,249.8,133.3,119.1,3.53,2.69,30.67,36.9,48.57,Moderate
167.4,51.6,76.7,42.8,7.65,1.67,70.1,15.59,51.77,Moderate
344.8,276.9,108.8,249.5,8.61,2.83,36.32,20.21,57.66,Moderate
131.6,43.2,92.5,69.5,4.66,1.89,54.74,14.98,47.11,Moderate
580.2,229.5,119.5,25.2,6.52,0.37,80.91,28.2,72.55,Healthy
1092.0,151.2,78.2,295.5,5.97,0.16,89.31,37.64,66.79,Healthy
811.5,232.0,85.8,103.5,8.78,3.91,75.09,15.09,46.97,Moderate
539.4,246.2,31.4,104.1,6.59,1.99,58.34,37.92,68.83,Healthy
929.6,93.9,26.5,84.3,3.84,2.18,80.56,21.55,42.89,Moderate
691.2,270.3,135.4,292.9,4.38,0.77,79.2,9.85,63.85,Moderate
344.5,97.9,95.5,297.3,6.75,0.47,75.51,26.92,72.98,Healthy
969.2,191.7,34.6,244.7,5.44,3.75,65.35,14.6,60.18,Moderate
267.0,149.3,30.6,13.7,8.5,0.76,16.66,12.92,35.74,Poor
1052.6,188.8,43.1,64.0,9.39,0.8,92.97,6.02,40.18,Moderate
271.3,232.6,12.1,6.4,6.35,0.33,51.24,6.72,57.66,Moderate
159.0,0.3,108.4,94.3,6.38,3.1,31.95,6.62,48.23,Moderate
470.2,269.6,70.1,298.7,5.38,1.45,54.4,14.97,73.12,Healthy
141.0,87.3,133.6,87.2,4.66,2.94,90.59,26.13,45.61,Moderate
159.8,203.6,130.4,179.0,6.46,3.32,32.74,6.04,61.08,Moderate
1083.3,125.3,125.4,143.1,5.44,2.84,33.77,8.29,56.6,Moderate
1093.0,24.5,18.4,298.6,7.14,3.59,8.38,37.96,45.32,Moderate
553.5,7.2,41.4,37.8,5.78,2.47,57.34,22.76,55.57,Moderate
290.1,0.7,75.5,132.7,5.96,1.66,52.3,28.38,61.24,Moderate
548.0,95.1,95.2,117.3,6.77,1.98,54.92,7.47,63.79,Moderate
685.3,70.3,75.8,204.9,6.09,2.41,33.44,40.58,57.05,Moderate
110.4,205.1,124.5,154.4,5.7,2.33,63.82,33.94,66.32,Healthy
1056.1,256.5,64.5,285.5,5.87,3.21,25.76,11.46,64.34,Moderate
495.0,203.8,88.0,52.4,8.58,1.93,78.72,28.2,52.33,Moderate
981.7,0.3,28.5,61.3,6.59,1.43,32.98,15.97,58.59,Moderate
1194.0,136.8,127.5,71.1,3.74,0.41,28.63,5.36,43.66,Moderate
444.4,199.4,87.7,80.2,4.1,2.11,6.5,11.89,37.03,Poor
871.3,130.2,137.9,277.6,4.41,1.96,62.01,6.71,60.28,Moderate
22.8,131.9,32.4,137.0,4.91,3.63,10.14,17.34,33.81,Poor
790.1,78.4,40.0,242.5,6.04,1.14,46.79,6.8,63.85,Moderate
415.3,29.0,2.9,250.6,3.92,2.73,83.06,24.1,38.87,Poor
1080.4,210.9,64.1,252.6,9.27,1.8,71.37,40.94,53.98,Moderate
515.7,116.6,119.4,230.1,5.8,3.31,37.92,16.64,61.2,Moderate
190.2,114.4,104.0,286.6,4.49,2.91,30.3,12.47,45.96,Moderate
186.2,2.6,50.7,48.8,8.75,0.7,49.02,40.49,34.25,Poor
151.5,210.6,34.3,118.1,7.87,3.88,44.36,41.11,42.4,Moderate
806.7,176.8,54.3,134.6,7.02,3.72,45.22,22.89,62.66,Moderate
357.1,147.2,46.7,44.2,4.37,0.98,9.64,32.44,37.74,Poor
721.1,6.6,25.9,226.4,5.25,0.8,97.12,38.37,46.08,Moderate
806.6,228.7,63.7,243.7,7.98,0.42,31.56,22.81,64.31,Moderate
1070.3,16.3,139.8,295.2,8.26,1.18,35.09,13.1,60.88,Moderate
663.6,8.1,132.8,264.1,7.33,0.53,6.88,35.45,54.83,Moderate
704.6,137.1,93.2,234.1,3.85,1.37,87.51,12.79,50.37,Moderate
619.2,216.7,1.6,256.8,7.68,2.5,12.93,29.22,52.7,Moderate
259.8,144.8,108.9,7.7,7.57,2.41,9.45,11.61,43.64,Moderate
334.2,112.1,0.2,299.5,5.45,0.33,37.21,24.62,58.54,Moderate
12.6,77.8,31.6,260.1,3.62,1.07,59.07,7.62,43.74,Moderate
171.0,107.9,72.1,75.3,5.4,0.27,35.96,10.97,48.0,Moderate
360.3,108.7,46.5,298.4,9.06,3.83,15.89,23.53,37.52,Poor
958.9,257.1,31.6,264.3,4.84,3.88,35.61,19.78,55.99,Moderate
1091.5,72.9,93.3,129.6,7.94,2.91,62.65,36.99,55.0,Moderate
57.6,255.0,11.4,60.0,6.69,1.92,66.01,15.32,63.97,Moderate
513.1,182.1,55.9,65.1,5.54,3.92,45.08,39.45,47.94,Moderate
37.2,43.0,24.5,44.5,8.34,2.51,54.8,11.63,36.71,Poor
999.0,31.3,30.1,162.3,7.67,0.22,6.44,10.77,42.14,Moderate
523.7,132.0,74.1,241.5,6.19,0.92,83.92,25.35,72.25,Healthy
77.9,232.6,57.4,206.7,6.6,3.5,18.38,21.09,60.01,Moderate
668.3,208.3,44.2,34.0,4.59,2.88,28.65,24.39,46.43,Moderate
687.5,237.1,123.6,137.8,5.57,2.2,74.85,25.68,71.61,Healthy
238.6,224.2,43.2,129.9,6.1,1.23,94.17,43.78,57.28,Moderate
539.0,236.7,128.7,211.2,4.65,3.18,59.84,11.55,59.76,Moderate
710.0,240.6,54.4,48.0,4.23,3.91,40.18,21.86,44.77,Moderate
1022.4,107.2,13.5,275.7,5.87,2.79,11.04,44.79,47.93,Moderate
800.1,104.5,29.4,295.6,4.08,3.31,81.46,40.17,39.12,Poor
231.0,189.6,5.3,64.9,7.12,2.82,78.58,43.77,46.32,Moderate
606.5,11.1,101.9,172.6,5.51,2.97,6.56,33.34,44.45,Moderate
1.1,64.5,30.5,211.2,4.34,2.19,69.8,17.09,43.35,Moderate
985.3,156.6,88.3,83.6,9.44,2.72,59.52,30.52,51.05,Moderate
721.4,264.5,79.0,95.8,8.67,2.92,28.52,20.79,49.91,Moderate
536.6,86.2,110.9,197.9,8.6,3.42,76.28,14.81,46.11,Moderate
689.6,263.2,74.1,48.4,5.71,3.86,57.65,43.79,55.77,Moderate
582.8,10.9,21.9,123.4,4.17,0.83,18.98,17.63,35.14,Poor
1193.7,113.9,32.8,151.3,5.82,3.45,57.73,28.69,62.45,Moderate
656.8,58.5,105.4,97.3,9.3,2.47,24.01,32.79,37.72,Poor
767.3,36.7,100.1,294.6,5.1,2.91,38.28,18.98,56.88,Moderate
67.1,184.9,26.9,4.5,9.02,2.95,51.93,40.02,31.82,Poor
683.3,100.4,112.0,208.5,9.4,0.02,79.56,25.23,51.8,Moderate
483.1,252.8,45.8,210.1,5.81,1.98,66.4,20.25,71.8,Healthy
1077.1,1.5,23.6,36.6,7.72,2.58,90.69,22.01,45.57,Moderate
853.4,78.2,107.6,210.7,5.11,3.79,30.66,16.45,50.85,Moderate
700.0,36.6,107.4,4.8,9.49,1.24,23.15,11.57,37.1,Poor
757.9,192.1,70.3,299.2,5.52,0.48,17.06,8.53,59.05,Moderate
948.3,7.6,60.3,76.1,5.91,2.02,9.01,41.55,44.36,Moderate
435.4,259.9,24.9,53.5,8.66,3.44,72.12,22.57,46.04,Moderate
165.1,6.7,104.3,266.7,4.93,1.63,28.35,33.41,50.08,Moderate
759.3,277.0,133.4,172.9,7.89,3.84,24.83,44.3,51.81,Moderate
1048.7,270.2,71.4,64.2,4.27,3.69,27.91,38.58,41.53,Moderate
184.2,3.7,138.9,268.9,9.27,3.42,88.37,44.38,32.8,Poor
663.2,174.8,17.9,233.0,8.91,1.53,38.94,16.34,49.7,Moderate
391.5,177.3,11.1,52.3,3.92,3.03,17.31,10.05,26.48,Poor
149.0,125.9,15.0,216.5,5.68,2.79,64.44,33.95,55.26,Moderate
542.4,215.5,92.0,27.9,5.03,1.87,63.21,21.16,62.6,Moderate
88.7,49.6,33.1,98.4,7.84,2.99,93.66,13.15,36.12,Poor
830.5,239.9,96.3,151.5,9.17,2.21,28.75,29.37,51.63,Moderate
392.0,138.9,138.5,247.8,9.15,2.78,28.92,41.91,42.34,Moderate
821.2,140.6,53.8,40.9,9.01,2.62,16.57,19.66,36.52,Poor
867.4,23.2,56.0,152.1,8.71,3.76,9.16,40.98,26.05,Poor
879.1,137.1,28.6,271.3,8.07,0.95,73.59,37.74,58.15,Moderate
1095.0,83.7,136.8,139.8,9.2,3.26,60.87,28.33,52.79,Moderate
605.7,255.4,28.2,191.2,6.93,0.16,85.16,32.91,65.11,Healthy
521.0,265.1,72.9,73.5,3.92,3.01,32.24,15.71,42.61,Moderate
655.3,120.6,114.4,147.2,3.81,3.31,67.16,24.44,50.25,Moderate
281.2,65.4,1.9,245.0,3.51,1.97,72.82,19.29,42.56,Moderate
835.6,62.4,32.9,116.4,7.57,1.75,12.41,14.62,46.93,Moderate
457.9,247.6,90.7,67.6,9.37,2.38,78.99,9.22,44.02,Moderate
623.2,4.0,113.5,157.8,5.18,3.22,11.92,33.43,41.93,Moderate
793.0,128.8,44.0,9.2,4.4,1.62,48.43,14.44,46.73,Moderate
577.3,191.7,128.3,131.2,4.97,2.85,12.5,25.66,53.34,Moderate
1172.7,173.2,118.2,229.8,9.48,2.89,12.1,13.01,45.81,Moderate
249.8,46.6,69.3,293.8,4.92,2.27,34.61,26.49,52.93,Moderate
563.9,26.5,87.2,251.8,9.39,2.49,48.42,36.79,43.44,Moderate
70.2,93.0,28.3,10.4,5.83,1.79,10.54,43.52,37.33,Poor
202.0,224.7,80.0,5.8,7.79,1.15,41.26,35.24,55.44,Moderate
191.0,43.6,69.5,34.7,7.13,1.82,15.05,14.37,45.83,Moderate
972.2,198.2,1.0,87.8,8.39,0.28,11.39,6.08,37.39,Poor
963.9,151.9,12.3,31.8,8.42,2.79,48.8,43.55,39.55,Poor
1173.0,17.9,52.8,281.2,6.45,2.93,11.74,19.35,60.56,Moderate
290.4,254.8,116.5,213.5,4.78,1.71,6.62,39.52,50.86,Moderate
416.6,109.1,2.9,282.4,4.1,0.31,32.31,7.85,38.0,Poor
389.0,97.4,50.1,276.4,5.57,3.87,69.34,40.99,50.98,Moderate
998.5,81.1,42.6,67.7,7.11,2.92,44.03,35.61,53.78,Moderate
11.3,99.9,57.6,147.6,4.58,0.55,39.23,28.21,46.89,Moderate
156.9,250.0,117.0,51.2,5.65,0.31,61.4,40.04,62.75,Moderate
316.5,195.0,45.1,271.6,4.07,3.69,93.91,16.19,39.51,Poor
111.4,147.9,10.0,71.3,4.79,0.5,90.4,36.56,39.0,Poor
792.0,204.1,88.8,285.3,4.15,0.26,17.86,37.78,48.71,Moderate
415.2,111.4,23.1,32.5,6.0,0.49,13.72,7.14,43.84,Moderate
386.8,79.6,15.3,174.8,8.96,0.79,54.71,15.15,44.1,Moderate
1176.4,120.8,136.9,0.6,4.46,3.65,69.73,42.4,43.9,Moderate
496.9,251.2,73.4,233.7,6.0,1.43,35.2,39.5,68.4,Healthy
545.0,100.8,117.3,87.6,7.7,2.34,73.01,21.34,59.73,Moderate
376.4,88.6,129.8,3.8,9.48,1.91,20.8,7.71,33.64,Poor
815.8,197.2,58.4,264.0,4.96,2.81,26.8,39.64,51.39,Moderate
259.3,260.2,138.9,215.9,5.43,1.64,95.86,29.58,67.54,Healthy
986.3,148.3,93.7,214.5,7.93,1.84,82.71,9.28,59.11,Moderate
701.8,25.6,44.2,288.0,8.56,2.65,76.81,24.27,50.44,Moderate
264.0,73.9,134.9,25.3,8.28,2.47,29.79,39.2,40.12,Moderate
444.4,261.3,0.3,64.7,7.37,1.13,87.31,9.24,54.76,Moderate
353.0,252.5,5.9,133.9,8.52,2.3,44.67,6.84,43.97,Moderate
409.9,66.9,0.6,141.9,5.08,1.05,71.38,14.53,50.0,Moderate
646.6,187.9,44.6,250.7,7.02,1.43,39.31,43.39,64.14,Moderate
443.9,164.2,124.7,188.0,8.21,3.13,27.57,29.1,52.17,Moderate
1126.0,273.4,108.5,65.4,8.77,2.5,85.75,41.25,49.52,Moderate
223.4,5.1,35.3,65.3,6.23,0.09,83.77,26.39,52.74,Moderate
837.7,275.1,67.7,107.3,6.64,2.83,95.27,38.42,62.65,Moderate
475.1,253.2,111.9,220.5,8.76,1.52,22.28,7.29,51.12,Moderate
544.5,94.3,1.8,222.0,6.55,2.46,14.85,20.55,57.23,Moderate
1185.2,274.4,2.8,8.2,5.05,3.98,62.32,28.0,54.9,Moderate
763.6,177.4,45.7,202.9,5.66,1.76,22.39,27.52,62.37,Moderate
187.4,254.1,53.1,49.1,7.73,0.65,80.43,5.36,50.69,Moderate
345.8,237.4,75.7,66.6,8.82,1.24,14.15,25.91,47.61,Moderate
145.0,238.4,50.5,17.9,3.73,0.01,59.27,11.43,42.42,Moderate
223.2,39.0,135.9,255.7,4.91,2.41,64.16,29.08,59.12,Moderate
761.3,7.8,113.1,256.8,6.23,1.43,7.45,29.21,63.64,Moderate
4.7,220.2,51.9,91.7,5.5,2.53,72.86,37.02,52.78,Moderate
1187.8,54.5,118.1,202.8,3.73,2.36,68.9,42.51,47.79,Moderate
392.0,110.0,58.9,228.2,7.59,2.95,86.6,28.36,54.07,Moderate
587.6,92.7,75.4,132.2,8.87,2.42,51.95,37.28,43.64,Moderate
256.9,29.8,2.0,88.7,4.77,1.55,88.31,11.54,36.69,Poor
250.8,124.3,46.2,146.7,7.87,2.86,73.56,14.43,48.65,Moderate
1057.6,208.4,54.9,272.5,6.24,0.4,37.58,13.53,73.09,Healthy
220.4,67.5,73.8,165.3,9.13,1.96,89.75,40.15,35.21,Poor
1191.7,136.5,16.0,140.7,7.61,0.48,27.93,29.11,56.83,Moderate
475.4,276.8,39.9,53.4,6.22,2.32,28.93,20.37,63.52,Moderate
820.9,146.6,91.4,3.6,5.44,2.21,58.22,25.74,63.77,Moderate
862.4,33.5,111.3,32.6,7.11,1.15,37.69,31.46,61.72,Moderate
646.2,49.8,107.1,10.5,5.18,1.28,90.46,43.83,45.68,Moderate
201.4,31.1,23.7,90.9,5.45,0.31,5.89,31.23,38.14,Poor
495.0,71.2,72.4,32.0,3.53,1.09,51.83,15.5,44.11,Moderate
1051.2,220.5,41.8,214.8,4.38,0.01,40.72,39.34,51.2,Moderate
388.7,224.6,66.1,141.0,8.49,3.89,56.45,10.53,46.81,Moderate
120.6,180.5,6.8,270.3,7.86,0.76,82.63,8.37,51.37,Moderate
583.5,62.9,84.4,248.8,4.44,2.86,54.38,22.51,54.08,Moderate
98.6,146.7,113.1,291.1,5.31,0.61,79.03,43.5,57.97,Moderate
78.2,246.4,33.9,48.6,4.14,2.17,55.24,24.79,48.95,Moderate
442.5,164.1,93.2,183.1,3.85,1.22,78.58,39.39,48.82,Moderate
144.7,257.4,21.0,127.9,9.45,1.94,97.95,18.49,41.05,Moderate
176.8,69.9,57.5,160.3,6.1,2.9,65.17,42.38,53.24,Moderate
1195.7,211.4,33.3,207.3,8.57,3.5,43.37,25.46,54.21,Moderate
464.4,48.3,104.6,183.5,3.8,3.29,95.3,38.32,33.05,Poor
648.2,195.0,136.1,280.6,3.95,2.2,26.7,24.46,57.54,Moderate
218.5,220.4,8.0,206.8,8.48,0.71,69.22,28.15,54.78,Moderate
532.0,227.6,17.0,247.3,7.05,2.94,70.69,6.43,59.96,Moderate
466.9,136.6,60.6,18.3,5.36,2.42,76.25,37.36,48.68,Moderate
290.2,6.3,74.0,132.9,4.17,3.89,46.62,8.52,30.77,Poor
50.4,207.9,109.4,141.5,4.77,1.94,16.82,10.68,46.84,Moderate
80.7,47.1,63.9,66.3,6.38,3.51,61.29,11.77,52.85,Moderate
1110.6,261.1,69.8,139.0,3.81,2.22,37.13,17.25,53.4,Moderate
219.0,163.0,14.6,204.8,4.59,3.93,34.48,21.99,42.42,Moderate
665.8,110.8,21.5,124.6,5.07,2.66,44.69,11.66,46.85,Moderate
940.7,218.7,31.6,277.9,5.79,0.02,80.64,40.93,63.12,Moderate
674.9,244.7,28.1,29.1,8.73,1.29,67.37,24.71,55.87,Moderate
765.7,157.0,59.0,258.2,5.42,1.34,79.98,7.12,61.69,Moderate
627.4,244.1,39.4,85.3,8.68,1.06,66.13,29.55,56.42,Moderate
673.8,191.6,60.7,195.4,7.34,0.45,90.09,5.98,57.29,Moderate
253.0,126.6,81.4,294.5,9.11,3.15,54.4,15.66,47.6,Moderate
1198.9,145.7,41.1,294.4,7.28,1.86,46.95,43.87,64.81,Moderate
346.9,272.4,20.4,242.4,6.1,3.08,70.15,14.02,65.26,Healthy
660.7,74.2,53.3,51.3,8.28,3.48,83.81,33.52,38.03,Poor
955.6,279.2,74.9,246.9,3.94,0.73,92.51,44.69,50.3,Moderate
468.6,223.5,47.1,266.6,6.27,2.73,27.98,19.49,66.96,Healthy
1006.6,216.2,3.5,145.7,8.59,0.96,57.21,33.92,56.3,Moderate
815.5,253.7,19.6,57.1,5.99,0.7,23.45,5.76,55.6,Moderate
588.1,229.2,114.3,144.2,8.62,2.97,5.74,8.86,40.69,Moderate
177.1,120.7,1.0,113.7,7.92,1.59,68.81,41.79,45.51,Moderate
231.5,202.1,80.9,234.5,5.8,1.13,28.97,20.69,68.32,Healthy
902.0,51.3,61.0,12.0,7.02,2.69,15.44,16.5,48.14,Moderate
566.8,54.8,95.2,228.0,7.3,3.83,78.28,24.14,59.03,Moderate
265.5,171.3,132.4,263.2,5.76,2.95,21.31,21.82,63.5,Moderate
330.5,83.8,19.8,7.9,8.72,0.24,95.75,44.3,25.77,Poor
894.0,68.8,6.0,209.3,3.79,3.03,60.31,19.28,44.65,Moderate
535.1,264.9,61.9,230.3,5.69,2.76,72.21,31.76,67.0,Healthy
913.9,217.7,3.8,69.2,5.3,2.65,9.99,11.12,43.46,Moderate
1099.1,270.2,7.3,69.8,5.72,3.81,92.6,37.48,50.6,Moderate
651.1,38.2,118.4,37.7,4.06,2.61,66.29,15.26,42.87,Moderate
831.0,154.9,0.7,196.6,6.85,3.37,39.2,41.57,53.6,Moderate
989.8,252.4,117.9,221.9,5.79,2.11,84.97,27.31,75.76,Healthy
356.3,40.4,94.9,61.9,9.34,0.11,31.14,23.61,39.48,Poor
63.0,9.7,117.5,218.5,7.0,0.01,47.05,41.71,55.74,Moderate
290.4,19.8,21.1,166.1,4.94,1.65,79.78,15.97,45.7,Moderate
51.0,67.3,8.8,62.7,5.55,0.34,75.29,39.34,43.11,Moderate
165.7,133.6,69.0,51.2,9.15,3.41,82.73,41.73,28.66,Poor
1093.3,172.8,76.9,86.0,8.49,3.05,5.07,11.64,39.03,Poor
583.3,199.6,44.3,168.6,8.78,3.84,53.8,13.6,44.68,Moderate
660.1,103.8,108.2,12.8,5.99,0.91,10.06,37.93,52.68,Moderate
936.8,147.8,78.2,240.0,5.19,3.18,86.33,30.39,57.33,Moderate
491.8,26.6,86.8,162.3,5.29,3.57,48.85,15.63,49.21,Moderate
504.5,149.4,71.4,118.5,5.77,0.03,68.08,38.89,58.63,Moderate
430.7,66.7,47.5,21.3,8.45,3.16,32.43,20.56,36.56,Poor
403.5,279.5,52.9,187.4,5.65,2.7,59.97,29.96,68.35,Healthy
162.1,185.4,81.7,189.7,5.51,3.46,63.0,7.01,54.56,Moderate
330.0,21.4,15.6,213.3,8.88,3.51,67.72,36.35,33.38,Poor
639.7,23.3,38.6,112.8,5.85,1.26,20.09,43.53,46.87,Moderate
991.0,169.8,22.0,244.0,6.52,2.03,48.39,29.64,74.6,Healthy
1088.3,35.5,22.7,127.5,8.63,0.46,76.51,21.0,47.54,Moderate
1066.6,169.5,103.7,233.4,4.43,1.91,97.62,19.76,57.44,Moderate
206.7,225.5,35.7,151.5,4.57,3.56,69.97,21.43,48.59,Moderate
505.1,257.1,52.6,267.9,7.6,0.76,11.45,44.21,54.28,Moderate
979.1,245.1,34.7,278.7,9.36,3.38,6.63,31.88,41.49,Moderate
628.5,131.0,136.1,262.9,4.07,3.34,9.99,44.48,36.51,Poor
14.0,24.1,14.1,271.3,7.08,3.56,22.24,19.58,45.45,Moderate
299.2,75.8,28.8,270.5,4.1,2.2,24.21,22.67,41.97,Moderate
1025.0,231.2,46.0,78.9,6.0,3.6,24.71,10.04,53.49,Moderate
1023.6,251.3,22.1,208.6,4.15,3.56,59.48,5.27,46.89,Moderate
410.5,222.6,62.1,172.4,5.21,0.93,73.95,31.33,63.16,Moderate
1044.4,215.5,67.6,173.7,6.2,3.24,9.61,11.39,57.87,Moderate
600.8,250.6,28.6,283.3,8.61,3.88,74.64,34.33,49.19,Moderate
289.0,143.3,98.7,285.9,7.7,2.21,79.09,37.43,59.02,Moderate
0.7,251.0,55.5,270.3,5.98,2.45,64.12,27.06,71.7,Healthy
747.1,130.4,133.5,57.9,8.81,0.06,63.07,35.22,51.02,Moderate
1030.3,185.9,105.0,33.9,4.44,1.49,37.97,20.79,57.35,Moderate
485.3,231.4,137.1,206.1,8.33,2.09,83.71,35.45,58.96,Moderate
989.7,241.0,0.6,225.3,5.42,2.55,43.94,28.41,63.6,Moderate
792.7,10.9,4.4,262.1,5.98,3.32,13.6,40.48,42.7,Moderate
1015.6,276.3,90.7,26.2,6.45,3.54,60.75,7.19,67.92,Healthy
836.9,90.1,63.7,161.8,6.8,0.69,93.61,7.98,58.95,Moderate
1121.6,97.7,40.2,24.0,4.75,0.03,97.84,12.7,40.75,Moderate
2.7,182.9,126.5,283.9,7.46,0.64,7.92,22.03,62.22,Moderate
592.8,111.5,43.0,117.6,7.22,2.6,81.72,24.3,58.43,Moderate
300.8,260.0,126.7,270.1,7.06,0.36,68.97,41.68,72.27,Healthy
575.3,111.5,139.4,233.8,7.39,0.98,44.55,14.17,69.23,Healthy
917.1,189.5,100.8,136.7,6.98,1.27,73.46,10.64,71.84,Healthy
1101.0,92.2,29.9,94.3,5.72,1.38,60.23,40.05,61.23,Moderate
519.6,258.7,0.7,165.4,3.84,3.45,8.91,36.02,31.08,Poor
1170.0,263.0,79.0,296.8,4.75,2.83,73.8,22.3,68.56,Healthy
460.8,207.9,11.6,101.8,7.4,2.05,59.98,41.98,56.25,Moderate
549.1,124.0,117.0,25.2,8.25,0.93,32.09,43.61,45.58,Moderate
492.5,30.7,98.6,12.6,5.78,1.61,67.65,14.58,57.73,Moderate
1173.9,3.9,46.3,68.2,6.88,3.26,28.6,40.1,46.73,Moderate
735.3,65.0,5.6,212.4,3.68,1.23,34.16,14.44,42.26,Moderate
422.0,170.9,88.9,255.2,5.81,3.53,17.62,37.35,53.02,Moderate
528.2,213.7,95.5,38.2,6.76,2.15,45.88,28.9,68.95,Healthy
883.5,168.1,53.8,39.6,7.74,0.9,53.15,20.52,62.83,Moderate
1112.6,103.6,0.3,104.7,8.91,2.7,6.52,10.37,28.78,Poor
587.5,247.5,126.3,27.5,7.89,2.52,81.87,38.22,54.88,Moderate
339.8,54.5,56.3,130.3,7.3,1.2,40.17,34.86,55.95,Moderate
32.7,238.0,111.1,292.4,9.35,1.04,21.27,7.91,48.44,Moderate
654.2,13.0,128.5,75.4,6.19,2.1,67.31,44.5,58.69,Moderate
94.8,223.3,49.5,281.0,7.28,0.75,74.96,28.95,68.47,Healthy
507.5,117.3,54.0,206.3,9.5,2.46,20.46,18.27,39.86,Poor
210.3,226.3,116.5,88.1,7.36,0.46,53.18,21.46,68.97,Healthy
814.2,55.7,78.9,196.3,4.48,1.1,68.14,32.4,55.83,Moderate
281.1,75.0,52.3,195.8,3.87,1.94,18.34,23.06,39.94,Poor
128.9,42.4,26.3,284.4,4.95,1.61,88.57,14.11,47.15,Moderate
789.4,32.1,83.0,23.8,4.85,2.95,64.57,21.49,49.54,Moderate
629.6,242.3,17.1,138.9,7.61,0.23,37.77,23.74,61.33,Moderate
311.6,147.9,35.7,19.8,7.42,0.99,17.68,44.42,42.73,Moderate
1024.4,272.9,92.6,133.1,4.35,1.58,47.99,44.8,56.27,Moderate
612.8,111.9,41.5,72.2,3.51,0.04,7.51,17.09,31.7,Poor
1051.9,81.1,46.8,238.0,8.29,0.28,24.7,13.04,48.6,Moderate
1198.7,64.2,89.7,164.3,5.06,1.18,46.61,6.02,58.03,Moderate
703.8,196.4,23.0,137.7,6.64,2.15,6.03,16.82,57.91,Moderate
826.1,253.6,69.1,280.4,9.4,0.89,20.94,33.68,53.4,Moderate
1051.0,169.5,29.5,72.9,7.79,3.87,29.58,15.97,46.3,Moderate
633.8,102.7,74.2,84.8,7.8,1.22,30.87,5.04,49.14,Moderate
197.0,276.1,77.2,291.1,7.29,0.12,28.18,18.75,66.94,Healthy
907.2,218.0,4.7,17.6,9.39,0.33,35.95,25.98,44.11,Moderate
171.8,172.9,27.2,179.8,9.14,3.18,47.51,40.79,35.51,Poor
151.0,50.5,69.4,120.5,6.9,0.27,80.63,40.65,51.96,Moderate
66.8,232.6,81.8,120.9,8.53,1.17,77.28,19.72,56.1,Moderate
975.1,67.0,97.3,298.6,7.26,0.26,28.74,15.95,64.46,Moderate
957.8,257.5,95.3,134.9,6.82,0.86,44.33,5.35,71.84,Healthy
485.1,92.7,129.8,68.9,8.01,1.58,9.32,28.84,49.48,Moderate
1053.0,224.0,137.2,244.3,7.67,0.49,71.14,11.68,72.84,Healthy
655.1,90.6,121.8,289.9,7.93,3.4,90.8,13.68,52.88,Moderate
445.7,40.6,39.2,264.7,8.68,2.66,69.08,32.7,44.96,Moderate
650.3,36.5,25.2,176.6,3.55,2.95,14.33,5.34,24.67,Poor
543.4,239.1,100.7,52.9,6.53,2.01,42.65,39.26,67.83,Healthy
1025.1,52.7,77.1,58.9,4.07,1.84,33.67,40.67,38.3,Poor
225.9,106.0,75.5,11.2,9.38,3.77,19.88,34.3,25.24,Poor
516.7,237.5,121.3,46.5,6.98,3.39,70.05,30.36,65.39,Healthy
795.8,187.1,33.0,213.8,6.87,0.59,42.67,35.44,67.46,Healthy
72.2,242.7,109.3,23.4,9.14,1.16,72.6,19.39,52.07,Moderate
282.4,13.0,11.0,98.9,3.87,3.86,35.31,42.93,19.51,Poor
